CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0031000000000000AB0F;08/08/2026;18;0,202;R
ES0031000000000000AB0F;08/08/2026;19;0,262;R
ES0031000000000000AB0F;08/08/2026;20;0,232;R
ES0031000000000000AB0F;08/08/2026;21;0,326;R
ES0031000000000000AB0F;08/08/2026;22;0,343;R
ES0031000000000000AB0F;08/08/2026;23;0,267;R
ES0031000000000000AB0F;08/08/2026;24;0,215;R
ES0031000000000000AB0F;09/08/2026;1;0,125;R
ES0031000000000000AB0F;09/08/2026;2;0,071;R
ES0031000000000000AB0F;09/08/2026;3;0,057;R
ES0031000000000000AB0F;09/08/2026;4;0,071;R
ES0031000000000000AB0F;09/08/2026;5;0,070;R
ES0031000000000000AB0F;09/08/2026;6;0,070;R
ES0031000000000000AB0F;09/08/2026;7;0,097;R
ES0031000000000000AB0F;09/08/2026;8;0,128;R
ES0031000000000000AB0F;09/08/2026;9;0,182;R
ES0031000000000000AB0F;09/08/2026;10;0,248;R
ES0031000000000000AB0F;09/08/2026;11;0,344;R
ES0031000000000000AB0F;09/08/2026;12;0,268;R
ES0031000000000000AB0F;09/08/2026;13;0,283;R
ES0031000000000000AB0F;09/08/2026;14;0,377;R
ES0031000000000000AB0F;09/08/2026;15;0,323;R
ES0031000000000000AB0F;09/08/2026;16;0,261;R
ES0031000000000000AB0F;09/08/2026;17;0,178;R
ES0031000000000000AB0F;09/08/2026;18;0,239;R
ES0031000000000000AB0F;09/08/2026;19;0,247;R
ES0031000000000000AB0F;09/08/2026;20;0,282;R
ES0031000000000000AB0F;09/08/2026;21;0,363;R
ES0031000000000000AB0F;09/08/2026;22;0,323;R
ES0031000000000000AB0F;09/08/2026;23;0,311;R
ES0031000000000000AB0F;09/08/2026;24;0,145;R
ES0031000000000000AB0F;10/08/2026;1;0,163;R
ES0031000000000000AB0F;10/08/2026;2;0,124;R
ES0031000000000000AB0F;10/08/2026;3;0,117;R
ES0031000000000000AB0F;10/08/2026;4;0,098;R
ES0031000000000000AB0F;10/08/2026;5;0,136;R
ES0031000000000000AB0F;10/08/2026;6;0,100;R
ES0031000000000000AB0F;10/08/2026;7;0,193;R
ES0031000000000000AB0F;10/08/2026;8;0,352;R
ES0031000000000000AB0F;10/08/2026;9;0,372;R
ES0031000000000000AB0F;10/08/2026;10;0,381;R
ES0031000000000000AB0F;10/08/2026;11;0,362;R
ES0031000000000000AB0F;10/08/2026;12;0,327;R
ES0031000000000000AB0F;10/08/2026;13;0,279;R
ES0031000000000000AB0F;10/08/2026;14;0,407;R
ES0031000000000000AB0F;10/08/2026;15;0,496;R
ES0031000000000000AB0F;10/08/2026;16;0,356;R
ES0031000000000000AB0F;10/08/2026;17;0,322;R
ES0031000000000000AB0F;10/08/2026;18;0,293;R
ES0031000000000000AB0F;10/08/2026;19;0,378;R
ES0031000000000000AB0F;10/08/2026;20;0,438;R
ES0031000000000000AB0F;10/08/2026;21;0,595;R
ES0031000000000000AB0F;10/08/2026;22;0,886;R
ES0031000000000000AB0F;10/08/2026;23;1,279;R
ES0031000000000000AB0F;10/08/2026;24;0,367;R
ES0031000000000000AB0F;11/08/2026;1;0,165;R
ES0031000000000000AB0F;11/08/2026;2;0,129;R
ES0031000000000000AB0F;11/08/2026;3;0,113;R
ES0031000000000000AB0F;11/08/2026;4;0,137;R
ES0031000000000000AB0F;11/08/2026;5;0,113;R
ES0031000000000000AB0F;11/08/2026;6;0,140;R
ES0031000000000000AB0F;11/08/2026;7;0,161;R
ES0031000000000000AB0F;11/08/2026;8;0,244;R
ES0031000000000000AB0F;11/08/2026;9;0,403;R
ES0031000000000000AB0F;11/08/2026;10;0,280;R
ES0031000000000000AB0F;11/08/2026;11;0,355;R
ES0031000000000000AB0F;11/08/2026;12;0,265;R
ES0031000000000000AB0F;11/08/2026;13;0,287;R
ES0031000000000000AB0F;11/08/2026;14;0,428;R
ES0031000000000000AB0F;11/08/2026;15;0,515;R
ES0031000000000000AB0F;11/08/2026;16;0,397;R
ES0031000000000000AB0F;11/08/2026;17;0,322;R
ES0031000000000000AB0F;11/08/2026;18;0,328;R
ES0031000000000000AB0F;11/08/2026;19;0,378;R
ES0031000000000000AB0F;11/08/2026;20;0,459;R
ES0031000000000000AB0F;11/08/2026;21;0,680;R
ES0031000000000000AB0F;11/08/2026;22;0,709;R
ES0031000000000000AB0F;11/08/2026;23;1,495;R
ES0031000000000000AB0F;11/08/2026;24;0,302;R
ES0031000000000000AB0F;12/08/2026;1;0,148;R
ES0031000000000000AB0F;12/08/2026;2;0,097;R
ES0031000000000000AB0F;12/08/2026;3;0,115;R
ES0031000000000000AB0F;12/08/2026;4;0,128;R
ES0031000000000000AB0F;12/08/2026;5;0,116;R
ES0031000000000000AB0F;12/08/2026;6;0,147;R
ES0031000000000000AB0F;12/08/2026;7;0,175;R
ES0031000000000000AB0F;12/08/2026;8;0,247;R
ES0031000000000000AB0F;12/08/2026;9;0,321;R
ES0031000000000000AB0F;12/08/2026;10;0,339;R
ES0031000000000000AB0F;12/08/2026;11;0,338;R
ES0031000000000000AB0F;12/08/2026;12;0,239;R
ES0031000000000000AB0F;12/08/2026;13;0,316;R
ES0031000000000000AB0F;12/08/2026;14;0,525;R
ES0031000000000000AB0F;12/08/2026;15;0,554;R
ES0031000000000000AB0F;12/08/2026;16;0,382;R
ES0031000000000000AB0F;12/08/2026;17;0,259;R
ES0031000000000000AB0F;12/08/2026;18;0,316;R
ES0031000000000000AB0F;12/08/2026;19;0,330;R
ES0031000000000000AB0F;12/08/2026;20;0,461;R
ES0031000000000000AB0F;12/08/2026;21;0,655;R
ES0031000000000000AB0F;12/08/2026;22;0,651;R
ES0031000000000000AB0F;12/08/2026;23;1,372;R
ES0031000000000000AB0F;12/08/2026;24;0,347;R
ES0031000000000000AB0F;13/08/2026;1;0,166;R
ES0031000000000000AB0F;13/08/2026;2;1,085;R
ES0031000000000000AB0F;13/08/2026;3;0,104;R
ES0031000000000000AB0F;13/08/2026;4;0,136;R
ES0031000000000000AB0F;13/08/2026;5;0,131;R
ES0031000000000000AB0F;13/08/2026;6;0,137;R
ES0031000000000000AB0F;13/08/2026;7;0,175;R
ES0031000000000000AB0F;13/08/2026;8;0,315;R
ES0031000000000000AB0F;13/08/2026;9;0,333;R
ES0031000000000000AB0F;13/08/2026;10;0,419;R
ES0031000000000000AB0F;13/08/2026;11;0,310;R
ES0031000000000000AB0F;13/08/2026;12;0,239;R
ES0031000000000000AB0F;13/08/2026;13;0,271;R
ES0031000000000000AB0F;13/08/2026;14;0,571;R
ES0031000000000000AB0F;13/08/2026;15;0,567;R
ES0031000000000000AB0F;13/08/2026;16;0,384;R
ES0031000000000000AB0F;13/08/2026;17;0,289;R
ES0031000000000000AB0F;13/08/2026;18;0,241;R
ES0031000000000000AB0F;13/08/2026;19;0,369;R
ES0031000000000000AB0F;13/08/2026;20;0,435;R
ES0031000000000000AB0F;13/08/2026;21;0,598;R
ES0031000000000000AB0F;13/08/2026;22;0,737;R
ES0031000000000000AB0F;13/08/2026;23;1,353;R
ES0031000000000000AB0F;13/08/2026;24;0,300;R
ES0031000000000000AB0F;14/08/2026;1;0,150;R
ES0031000000000000AB0F;14/08/2026;2;0,144;R
ES0031000000000000AB0F;14/08/2026;3;0,149;R
ES0031000000000000AB0F;14/08/2026;4;0,148;R
ES0031000000000000AB0F;14/08/2026;5;0,145;R
ES0031000000000000AB0F;14/08/2026;6;0,129;R
ES0031000000000000AB0F;14/08/2026;7;0,162;R
ES0031000000000000AB0F;14/08/2026;8;0,368;R
ES0031000000000000AB0F;14/08/2026;9;0,410;R
ES0031000000000000AB0F;14/08/2026;10;0,368;R
ES0031000000000000AB0F;14/08/2026;11;0,232;R
ES0031000000000000AB0F;14/08/2026;12;0,347;R
ES0031000000000000AB0F;14/08/2026;13;0,366;R
ES0031000000000000AB0F;14/08/2026;14;0,368;R
ES0031000000000000AB0F;14/08/2026;15;0,469;R
ES0031000000000000AB0F;14/08/2026;16;0,400;R
ES0031000000000000AB0F;14/08/2026;17;0,253;R
ES0031000000000000AB0F;14/08/2026;18;0,305;R
ES0031000000000000AB0F;14/08/2026;19;0,276;R
ES0031000000000000AB0F;14/08/2026;20;0,545;R
ES0031000000000000AB0F;14/08/2026;21;0,678;R
ES0031000000000000AB0F;14/08/2026;22;0,801;R
ES0031000000000000AB0F;14/08/2026;23;0,541;R
ES0031000000000000AB0F;14/08/2026;24;0,367;R
ES0031000000000000AB0F;15/08/2026;1;0,203;R
ES0031000000000000AB0F;15/08/2026;2;0,144;R
ES0031000000000000AB0F;15/08/2026;3;0,133;R
ES0031000000000000AB0F;15/08/2026;4;0,135;R
ES0031000000000000AB0F;15/08/2026;5;0,138;R
ES0031000000000000AB0F;15/08/2026;6;0,135;R
ES0031000000000000AB0F;15/08/2026;7;0,176;R
ES0031000000000000AB0F;15/08/2026;8;0,220;R
ES0031000000000000AB0F;15/08/2026;9;0,447;R
ES0031000000000000AB0F;15/08/2026;10;0,484;R
ES0031000000000000AB0F;15/08/2026;11;0,425;R
ES0031000000000000AB0F;15/08/2026;12;0,479;R
ES0031000000000000AB0F;15/08/2026;13;0,615;R
ES0031000000000000AB0F;15/08/2026;14;0,661;R
ES0031000000000000AB0F;15/08/2026;15;0,765;R
ES0031000000000000AB0F;15/08/2026;16;0,421;R
ES0031000000000000AB0F;15/08/2026;17;0,451;R
ES0031000000000000AB0F;15/08/2026;18;0,374;R
ES0031000000000000AB0F;15/08/2026;19;0,352;R
ES0031000000000000AB0F;15/08/2026;20;0,402;R
ES0031000000000000AB0F;15/08/2026;21;0,684;R
ES0031000000000000AB0F;15/08/2026;22;0,797;R
ES0031000000000000AB0F;15/08/2026;23;0,720;R
ES0031000000000000AB0F;15/08/2026;24;0,328;R
ES0031000000000000AB0F;16/08/2026;1;0,143;R
ES0031000000000000AB0F;16/08/2026;2;0,184;R
ES0031000000000000AB0F;16/08/2026;3;0,151;R
ES0031000000000000AB0F;16/08/2026;4;0,132;R
ES0031000000000000AB0F;16/08/2026;5;0,111;R
ES0031000000000000AB0F;16/08/2026;6;0,099;R
ES0031000000000000AB0F;16/08/2026;7;0,117;R
ES0031000000000000AB0F;16/08/2026;8;0,165;R
ES0031000000000000AB0F;16/08/2026;9;0,426;R
ES0031000000000000AB0F;16/08/2026;10;0,390;R
ES0031000000000000AB0F;16/08/2026;11;0,531;R
ES0031000000000000AB0F;16/08/2026;12;0,516;R
ES0031000000000000AB0F;16/08/2026;13;0,624;R
ES0031000000000000AB0F;16/08/2026;14;0,734;R
ES0031000000000000AB0F;16/08/2026;15;0,532;R
ES0031000000000000AB0F;16/08/2026;16;0,518;R
ES0031000000000000AB0F;16/08/2026;17;0,389;R
ES0031000000000000AB0F;16/08/2026;18;0,478;R
ES0031000000000000AB0F;16/08/2026;19;0,398;R
ES0031000000000000AB0F;16/08/2026;20;0,414;R
ES0031000000000000AB0F;16/08/2026;21;0,506;R
ES0031000000000000AB0F;16/08/2026;22;0,744;R
ES0031000000000000AB0F;16/08/2026;23;0,676;R
ES0031000000000000AB0F;16/08/2026;24;0,397;R
ES0031000000000000AB0F;17/08/2026;1;0,158;R
ES0031000000000000AB0F;17/08/2026;2;1,072;R
ES0031000000000000AB0F;17/08/2026;3;0,115;R
ES0031000000000000AB0F;17/08/2026;4;0,136;R
ES0031000000000000AB0F;17/08/2026;5;0,127;R
ES0031000000000000AB0F;17/08/2026;6;0,140;R
ES0031000000000000AB0F;17/08/2026;7;0,131;R
ES0031000000000000AB0F;17/08/2026;8;0,289;R
ES0031000000000000AB0F;17/08/2026;9;0,398;R
ES0031000000000000AB0F;17/08/2026;10;0,289;R
ES0031000000000000AB0F;17/08/2026;11;0,363;R
ES0031000000000000AB0F;17/08/2026;12;0,243;R
ES0031000000000000AB0F;17/08/2026;13;0,318;R
ES0031000000000000AB0F;17/08/2026;14;0,489;R
ES0031000000000000AB0F;17/08/2026;15;0,419;R
ES0031000000000000AB0F;17/08/2026;16;0,431;R
ES0031000000000000AB0F;17/08/2026;17;0,255;R
ES0031000000000000AB0F;17/08/2026;18;0,277;R
ES0031000000000000AB0F;17/08/2026;19;0,412;R
ES0031000000000000AB0F;17/08/2026;20;0,490;R
ES0031000000000000AB0F;17/08/2026;21;0,557;R
ES0031000000000000AB0F;17/08/2026;22;0,578;R
ES0031000000000000AB0F;17/08/2026;23;0,652;R
ES0031000000000000AB0F;17/08/2026;24;0,260;R
ES0031000000000000AB0F;18/08/2026;1;0,135;R
ES0031000000000000AB0F;18/08/2026;2;0,113;R
ES0031000000000000AB0F;18/08/2026;3;0,091;R
ES0031000000000000AB0F;18/08/2026;4;0,117;R
ES0031000000000000AB0F;18/08/2026;5;0,146;R
ES0031000000000000AB0F;18/08/2026;6;0,146;R
ES0031000000000000AB0F;18/08/2026;7;0,147;R
ES0031000000000000AB0F;18/08/2026;8;0,335;R
ES0031000000000000AB0F;18/08/2026;9;0,416;R
ES0031000000000000AB0F;18/08/2026;10;0,312;R
ES0031000000000000AB0F;18/08/2026;11;0,267;R
ES0031000000000000AB0F;18/08/2026;12;0,271;R
ES0031000000000000AB0F;18/08/2026;13;0,421;R
ES0031000000000000AB0F;18/08/2026;14;0,467;R
ES0031000000000000AB0F;18/08/2026;15;0,573;R
ES0031000000000000AB0F;18/08/2026;16;0,411;R
ES0031000000000000AB0F;18/08/2026;17;0,305;R
ES0031000000000000AB0F;18/08/2026;18;0,340;R
ES0031000000000000AB0F;18/08/2026;19;0,256;R
ES0031000000000000AB0F;18/08/2026;20;0,545;R
ES0031000000000000AB0F;18/08/2026;21;0,716;R
ES0031000000000000AB0F;18/08/2026;22;0,735;R
ES0031000000000000AB0F;18/08/2026;23;1,224;R
ES0031000000000000AB0F;18/08/2026;24;0,232;R
