Data;Hora;Consumo registado, Ativa (kW);Estado
2026/08/07;01:15;2,171;Real
2026/08/07;01:30;0,136;Real
2026/08/07;01:45;0,151;Real
2026/08/07;02:00;0,107;Real
2026/08/07;02:15;0,126;Real
2026/08/07;02:30;0,093;Real
2026/08/07;02:45;0,146;Real
2026/08/07;03:00;0,134;Estimado
2026/08/07;03:15;0,125;Real
2026/08/07;03:30;0,152;Estimado
2026/08/07;03:45;0,134;Real
2026/08/07;04:00;0,107;Real
2026/08/07;04:15;0,132;Real
2026/08/07;04:30;0,156;Real
2026/08/07;04:45;0,14;Real
2026/08/07;05:00;0,148;Real
2026/08/07;05:15;0,11;Real
2026/08/07;05:30;0,137;Real
2026/08/07;05:45;0,121;Real
2026/08/07;06:00;0,146;Real
2026/08/07;06:15;0,216;Real
2026/08/07;06:30;0,211;Real
2026/08/07;06:45;0,265;Real
2026/08/07;07:00;0,239;Real
2026/08/07;07:15;0,446;Real
2026/08/07;07:30;0,302;Real
2026/08/07;07:45;0,463;Real
2026/08/07;08:00;0,446;Real
2026/08/07;08:15;0,506;Real
2026/08/07;08:30;0,315;Real
2026/08/07;08:45;0,313;Real
2026/08/07;09:00;0,344;Real
2026/08/07;09:15;0,274;Real
2026/08/07;09:30;0,246;Real
2026/08/07;09:45;0,409;Real
2026/08/07;10:00;0,422;Real
2026/08/07;10:15;0,202;Real
2026/08/07;10:30;0,22;Estimado
2026/08/07;10:45;0,302;Estimado
2026/08/07;11:00;0,304;Real
2026/08/07;11:15;0,228;Real
2026/08/07;11:30;0,224;Real
2026/08/07;11:45;0,252;Real
2026/08/07;12:00;0,391;Real
2026/08/07;12:15;0,514;Real
2026/08/07;12:30;0,44;Real
2026/08/07;12:45;0,446;Real
2026/08/07;13:00;0,33;Real
2026/08/07;13:15;0,487;Real
2026/08/07;13:30;0,384;Real
2026/08/07;13:45;0,462;Real
2026/08/07;14:00;0,404;Real
2026/08/07;14:15;0,368;Real
2026/08/07;14:30;0,412;Real
2026/08/07;14:45;0,411;Real
2026/08/07;15:00;0,289;Real
2026/08/07;15:15;0,245;Real
2026/08/07;15:30;0,218;Real
2026/08/07;15:45;0,323;Real
2026/08/07;16:00;0,286;Real
2026/08/07;16:15;0,335;Real
2026/08/07;16:30;0,227;Real
2026/08/07;16:45;0,352;Real
2026/08/07;17:00;0,317;Real
2026/08/07;17:15;0,44;Real
2026/08/07;17:30;0,294;Real
2026/08/07;17:45;0,437;Real
2026/08/07;18:00;0,438;Real
2026/08/07;18:15;0,521;Real
2026/08/07;18:30;0,411;Real
2026/08/07;18:45;0,359;Real
2026/08/07;19:00;0,37;Real
2026/08/07;19:15;0,631;Real
2026/08/07;19:30;0,717;Real
2026/08/07;19:45;0,726;Real
2026/08/07;20:00;0,687;Real
2026/08/07;20:15;0,632;Real
2026/08/07;20:30;0,789;Real
2026/08/07;20:45;0,64;Real
2026/08/07;21:00;0,728;Real
2026/08/07;21:15;1,108;Real
2026/08/07;21:30;0,686;Real
2026/08/07;21:45;0,859;Real
2026/08/07;22:00;0,792;Real
2026/08/07;22:15;2,382;Real
2026/08/07;22:30;2,425;Real
2026/08/07;22:45;0,804;Real
2026/08/07;23:00;0,479;Real
2026/08/07;23:15;0,253;Real
2026/08/07;23:30;0,364;Real
2026/08/07;23:45;0,316;Real
2026/08/08;00:00;0,278;Real
2026/08/08;00:15;0,174;Real
2026/08/08;00:30;0,242;Real
2026/08/08;00:45;0,199;Real
2026/08/08;01:00;0,152;Real
2026/08/08;01:15;0,131;Real
2026/08/08;01:30;0,174;Real
2026/08/08;01:45;0,188;Real
2026/08/08;02:00;0,153;Real
2026/08/08;02:15;0,149;Real
2026/08/08;02:30;0,14;Real
2026/08/08;02:45;0,114;Real
2026/08/08;03:00;0,139;Estimado
2026/08/08;03:15;0,097;Real
2026/08/08;03:30;0,143;Real
2026/08/08;03:45;0,137;Real
2026/08/08;04:00;0,124;Real
2026/08/08;04:15;0,112;Real
2026/08/08;04:30;0,145;Real
2026/08/08;04:45;0,145;Real
2026/08/08;05:00;0,146;Real
2026/08/08;05:15;0,163;Real
2026/08/08;05:30;0,115;Real
2026/08/08;05:45;0,169;Real
2026/08/08;06:00;0,177;Real
2026/08/08;06:15;0,199;Real
2026/08/08;06:30;0,189;Real
2026/08/08;06:45;0,16;Real
2026/08/08;07:00;0,129;Real
2026/08/08;07:15;0,314;Real
2026/08/08;07:30;0,227;Real
2026/08/08;07:45;0,245;Real
2026/08/08;08:00;0,176;Real
2026/08/08;08:15;0,304;Real
2026/08/08;08:30;0,346;Real
2026/08/08;08:45;0,456;Real
2026/08/08;09:00;0,479;Real
2026/08/08;09:15;0,403;Real
2026/08/08;09:30;0,681;Real
2026/08/08;09:45;0,514;Real
2026/08/08;10:00;0,585;Real
2026/08/08;10:15;0,625;Real
2026/08/08;10:30;0,705;Real
2026/08/08;10:45;0,764;Real
2026/08/08;11:00;0,66;Real
2026/08/08;11:15;0,633;Real
2026/08/08;11:30;0,644;Real
2026/08/08;11:45;0,666;Real
2026/08/08;12:00;0,64;Real
2026/08/08;12:15;0,71;Real
2026/08/08;12:30;0,596;Real
2026/08/08;12:45;0,631;Real
2026/08/08;13:00;0,803;Real
2026/08/08;13:15;0,804;Real
2026/08/08;13:30;0,501;Estimado
2026/08/08;13:45;0,575;Real
2026/08/08;14:00;0,622;Real
2026/08/08;14:15;0,529;Real
2026/08/08;14:30;0,675;Real
2026/08/08;14:45;0,579;Real
2026/08/08;15:00;0,544;Real
2026/08/08;15:15;0,401;Real
2026/08/08;15:30;0,475;Real
2026/08/08;15:45;0,549;Real
2026/08/08;16:00;0,6;Estimado
2026/08/08;16:15;0,466;Real
2026/08/08;16:30;0,44;Real
2026/08/08;16:45;0,435;Real
2026/08/08;17:00;0,345;Real
2026/08/08;17:15;0,324;Real
2026/08/08;17:30;0,35;Real
2026/08/08;17:45;0,513;Real
2026/08/08;18:00;0,512;Real
2026/08/08;18:15;0,435;Real
2026/08/08;18:30;0,388;Real
2026/08/08;18:45;0,447;Real
2026/08/08;19:00;0,371;Real
2026/08/08;19:15;0,579;Real
2026/08/08;19:30;0,512;Real
2026/08/08;19:45;0,761;Real
2026/08/08;20:00;0,474;Estimado
2026/08/08;20:15;0,971;Real
2026/08/08;20:30;0,998;Real
2026/08/08;20:45;0,917;Real
2026/08/08;21:00;0,885;Real
2026/08/08;21:15;0,744;Real
2026/08/08;21:30;0,927;Real
2026/08/08;21:45;0,614;Real
2026/08/08;22:00;0,592;Real
2026/08/08;22:15;0,746;Real
2026/08/08;22:30;0,59;Real
2026/08/08;22:45;0,479;Real
2026/08/08;23:00;0,574;Real
2026/08/08;23:15;0,376;Real
2026/08/08;23:30;0,418;Real
2026/08/08;23:45;0,289;Real
2026/08/09;00:00;0,312;Real
2026/08/09;00:15;0,249;Real
2026/08/09;00:30;0,157;Real
2026/08/09;00:45;0,186;Real
2026/08/09;01:00;0,202;Real
2026/08/09;01:15;0,151;Estimado
2026/08/09;01:30;0,151;Real
2026/08/09;01:45;0,196;Real
2026/08/09;02:00;0,125;Real
2026/08/09;02:15;0,096;Real
2026/08/09;02:30;0,107;Real
2026/08/09;02:45;0,139;Real
2026/08/09;03:00;0,1;Real
2026/08/09;03:15;0,135;Real
2026/08/09;03:30;0,144;Estimado
2026/08/09;03:45;0,148;Real
2026/08/09;04:00;0,118;Real
2026/08/09;04:15;0,14;Real
2026/08/09;04:30;0,136;Real
2026/08/09;04:45;0,109;Real
2026/08/09;05:00;0,152;Real
2026/08/09;05:15;0,109;Real
2026/08/09;05:30;0,147;Real
2026/08/09;05:45;0,121;Real
2026/08/09;06:00;0,163;Real
2026/08/09;06:15;0,189;Real
2026/08/09;06:30;0,191;Real
2026/08/09;06:45;0,149;Real
2026/08/09;07:00;0,208;Real
2026/08/09;07:15;0,284;Real
2026/08/09;07:30;0,225;Real
2026/08/09;07:45;0,222;Real
2026/08/09;08:00;0,313;Real
2026/08/09;08:15;0,298;Real
2026/08/09;08:30;0,324;Real
2026/08/09;08:45;0,516;Real
2026/08/09;09:00;0,399;Real
2026/08/09;09:15;0,511;Real
2026/08/09;09:30;0,388;Real
2026/08/09;09:45;0,432;Real
2026/08/09;10:00;0,416;Real
2026/08/09;10:15;0,703;Real
2026/08/09;10:30;0,643;Real
2026/08/09;10:45;0,717;Real
2026/08/09;11:00;0,569;Real
2026/08/09;11:15;0,729;Real
2026/08/09;11:30;0,702;Real
2026/08/09;11:45;0,613;Real
2026/08/09;12:00;0,503;Real
2026/08/09;12:15;0,589;Real
2026/08/09;12:30;0,614;Estimado
2026/08/09;12:45;0,532;Real
2026/08/09;13:00;0,775;Real
2026/08/09;13:15;0,544;Estimado
2026/08/09;13:30;0,89;Real
2026/08/09;13:45;0,725;Estimado
2026/08/09;14:00;0,684;Real
2026/08/09;14:15;0,426;Real
2026/08/09;14:30;0,423;Real
2026/08/09;14:45;0,552;Real
2026/08/09;15:00;0,467;Real
2026/08/09;15:15;0,529;Real
2026/08/09;15:30;0,506;Real
2026/08/09;15:45;0,381;Real
2026/08/09;16:00;0,53;Real
2026/08/09;16:15;0,51;Real
2026/08/09;16:30;0,507;Real
2026/08/09;16:45;0,517;Real
2026/08/09;17:00;0,515;Real
2026/08/09;17:15;0,343;Real
2026/08/09;17:30;0,375;Real
2026/08/09;17:45;0,404;Real
2026/08/09;18:00;0,349;Real
2026/08/09;18:15;0,553;Real
2026/08/09;18:30;0,597;Real
2026/08/09;18:45;0,367;Real
2026/08/09;19:00;0,523;Real
2026/08/09;19:15;0,783;Real
2026/08/09;19:30;0,54;Real
2026/08/09;19:45;0,564;Real
2026/08/09;20:00;0,685;Real
2026/08/09;20:15;0,805;Real
2026/08/09;20:30;2,396;Real
2026/08/09;20:45;0,562;Real
2026/08/09;21:00;0,955;Real
2026/08/09;21:15;0,98;Real
2026/08/09;21:30;0,573;Real
2026/08/09;21:45;1,018;Real
2026/08/09;22:00;0,888;Real
2026/08/09;22:15;0,45;Real
2026/08/09;22:30;0,616;Real
2026/08/09;22:45;0,475;Real
2026/08/09;23:00;0,686;Real
2026/08/09;23:15;0,354;Real
2026/08/09;23:30;0,415;Real
2026/08/09;23:45;0,44;Real
2026/08/10;00:00;0,244;Real
2026/08/10;00:15;0,135;Real
2026/08/10;00:30;0,21;Real
2026/08/10;00:45;0,149;Real
2026/08/10;01:00;0,169;Real
2026/08/10;01:15;0,109;Real
2026/08/10;01:30;0,115;Real
2026/08/10;01:45;0,119;Real
2026/08/10;02:00;0,164;Real
2026/08/10;02:15;0,128;Real
2026/08/10;02:30;0,11;Real
2026/08/10;02:45;0,093;Real
2026/08/10;03:00;0,104;Real
2026/08/10;03:15;0,092;Real
2026/08/10;03:30;0,088;Real
2026/08/10;03:45;0,13;Real
2026/08/10;04:00;0,088;Real
2026/08/10;04:15;0,122;Real
2026/08/10;04:30;0,109;Real
2026/08/10;04:45;0,156;Real
2026/08/10;05:00;0,101;Real
2026/08/10;05:15;0,156;Real
2026/08/10;05:30;0,127;Real
2026/08/10;05:45;0,144;Real
2026/08/10;06:00;0,176;Real
2026/08/10;06:15;0,234;Real
2026/08/10;06:30;0,272;Real
2026/08/10;06:45;0,154;Real
2026/08/10;07:00;0,222;Real
2026/08/10;07:15;0,389;Real
2026/08/10;07:30;0,378;Real
2026/08/10;07:45;0,387;Real
2026/08/10;08:00;0,464;Real
2026/08/10;08:15;0,357;Real
2026/08/10;08:30;0,475;Real
2026/08/10;08:45;0,375;Real
2026/08/10;09:00;0,441;Real
2026/08/10;09:15;0,343;Real
2026/08/10;09:30;0,408;Real
2026/08/10;09:45;0,262;Real
2026/08/10;10:00;0,403;Real
2026/08/10;10:15;0,284;Real
2026/08/10;10:30;0,225;Real
2026/08/10;10:45;0,219;Real
2026/08/10;11:00;0,335;Real
2026/08/10;11:15;0,335;Real
2026/08/10;11:30;0,372;Real
2026/08/10;11:45;0,302;Real
2026/08/10;12:00;0,26;Real
2026/08/10;12:15;0,577;Real
2026/08/10;12:30;0,447;Real
2026/08/10;12:45;0,403;Real
2026/08/10;13:00;0,574;Real
2026/08/10;13:15;0,427;Real
2026/08/10;13:30;0,622;Real
2026/08/10;13:45;0,352;Real
2026/08/10;14:00;0,446;Real
2026/08/10;14:15;0,255;Real
2026/08/10;14:30;0,307;Real
2026/08/10;14:45;0,438;Real
2026/08/10;15:00;0,397;Real
2026/08/10;15:15;0,281;Real
2026/08/10;15:30;0,199;Real
2026/08/10;15:45;0,246;Real
2026/08/10;16:00;0,286;Estimado
2026/08/10;16:15;0,316;Real
2026/08/10;16:30;0,274;Real
2026/08/10;16:45;0,311;Real
2026/08/10;17:00;0,258;Real
2026/08/10;17:15;0,26;Real
2026/08/10;17:30;0,389;Real
2026/08/10;17:45;0,343;Real
2026/08/10;18:00;0,341;Real
2026/08/10;18:15;0,56;Real
2026/08/10;18:30;0,348;Real
2026/08/10;18:45;0,446;Real
2026/08/10;19:00;0,355;Real
2026/08/10;19:15;0,516;Real
2026/08/10;19:30;0,841;Real
2026/08/10;19:45;0,838;Real
2026/08/10;20:00;0,685;Real
2026/08/10;20:15;0,81;Real
2026/08/10;20:30;1,031;Real
2026/08/10;20:45;0,718;Real
2026/08/10;21:00;0,791;Real
2026/08/10;21:15;1,099;Real
2026/08/10;21:30;0,937;Real
2026/08/10;21:45;0,933;Real
2026/08/10;22:00;0,704;Real
2026/08/10;22:15;0,635;Real
2026/08/10;22:30;0,505;Real
2026/08/10;22:45;0,668;Real
2026/08/10;23:00;0,803;Real
2026/08/10;23:15;0,413;Real
2026/08/10;23:30;0,258;Real
2026/08/10;23:45;0,415;Real
2026/08/11;00:00;0,292;Real
2026/08/11;00:15;0,246;Real
2026/08/11;00:30;0,217;Real
2026/08/11;00:45;0,238;Real
2026/08/11;01:00;0,22;Real
2026/08/11;01:15;0,153;Real
2026/08/11;01:30;0,126;Real
2026/08/11;01:45;0,196;Real
2026/08/11;02:00;0,115;Real
2026/08/11;02:15;0,142;Real
2026/08/11;02:30;0,159;Real
2026/08/11;02:45;0,184;Real
2026/08/11;03:00;0,141;Real
2026/08/11;03:15;0,152;Real
2026/08/11;03:30;0,174;Real
2026/08/11;03:45;0,169;Real
2026/08/11;04:00;0,168;Real
2026/08/11;04:15;0,178;Real
2026/08/11;04:30;0,121;Real
2026/08/11;04:45;0,154;Real
2026/08/11;05:00;0,137;Real
2026/08/11;05:15;0,127;Real
2026/08/11;05:30;0,116;Real
2026/08/11;05:45;0,19;Real
2026/08/11;06:00;0,189;Real
2026/08/11;06:15;0,229;Real
2026/08/11;06:30;0,267;Real
2026/08/11;06:45;0,264;Real
2026/08/11;07:00;0,223;Real
2026/08/11;07:15;0,554;Real
2026/08/11;07:30;0,363;Real
2026/08/11;07:45;0,38;Real
2026/08/11;08:00;0,341;Real
2026/08/11;08:15;0,622;Real
2026/08/11;08:30;0,399;Real
2026/08/11;08:45;0,441;Real
2026/08/11;09:00;0,638;Real
2026/08/11;09:15;0,478;Real
2026/08/11;09:30;0,469;Real
2026/08/11;09:45;0,324;Real
2026/08/11;10:00;0,384;Real
2026/08/11;10:15;0,308;Real
2026/08/11;10:30;0,431;Real
2026/08/11;10:45;0,33;Real
2026/08/11;11:00;0,382;Real
2026/08/11;11:15;0,286;Real
2026/08/11;11:30;0,36;Real
2026/08/11;11:45;0,281;Real
2026/08/11;12:00;0,339;Real
2026/08/11;12:15;0,712;Real
2026/08/11;12:30;0,679;Real
2026/08/11;12:45;0,657;Real
2026/08/11;13:00;0,717;Real
2026/08/11;13:15;0,69;Real
2026/08/11;13:30;0,473;Real
2026/08/11;13:45;0,684;Real
2026/08/11;14:00;0,612;Real
2026/08/11;14:15;0,442;Real
2026/08/11;14:30;0,394;Real
2026/08/11;14:45;0,355;Real
2026/08/11;15:00;0,314;Real
2026/08/11;15:15;0,314;Real
2026/08/11;15:30;0,27;Real
2026/08/11;15:45;0,31;Real
2026/08/11;16:00;0,245;Real
2026/08/11;16:15;0,287;Real
2026/08/11;16:30;0,338;Real
2026/08/11;16:45;0,341;Estimado
2026/08/11;17:00;0,244;Real
2026/08/11;17:15;0,436;Real
2026/08/11;17:30;0,35;Real
2026/08/11;17:45;0,382;Real
2026/08/11;18:00;0,286;Real
2026/08/11;18:15;0,529;Real
2026/08/11;18:30;0,658;Real
2026/08/11;18:45;0,584;Real
2026/08/11;19:00;0,422;Real
2026/08/11;19:15;0,734;Real
2026/08/11;19:30;0,622;Real
2026/08/11;19:45;0,904;Real
2026/08/11;20:00;0,893;Real
2026/08/11;20:15;1,138;Real
2026/08/11;20:30;0,896;Real
2026/08/11;20:45;1,028;Real
2026/08/11;21:00;0,83;Real
2026/08/11;21:15;1,141;Real
2026/08/11;21:30;1,322;Real
2026/08/11;21:45;1,209;Real
2026/08/11;22:00;1,218;Real
2026/08/11;22:15;2,148;Real
2026/08/11;22:30;0,787;Real
2026/08/11;22:45;0,848;Real
2026/08/11;23:00;0,653;Real
2026/08/11;23:15;0,358;Real
2026/08/11;23:30;0,51;Real
2026/08/11;23:45;0,289;Real
2026/08/12;00:00;0,365;Real
2026/08/12;00:15;0,284;Real
2026/08/12;00:30;0,206;Real
2026/08/12;00:45;0,285;Real
2026/08/12;01:00;0,213;Real
2026/08/12;01:15;2,132;Real
2026/08/12;01:30;0,186;Real
2026/08/12;01:45;0,122;Real
2026/08/12;02:00;0,17;Real
2026/08/12;02:15;0,133;Real
2026/08/12;02:30;0,178;Real
2026/08/12;02:45;0,18;Real
2026/08/12;03:00;0,135;Real
2026/08/12;03:15;0,126;Real
2026/08/12;03:30;0,158;Real
2026/08/12;03:45;0,114;Real
2026/08/12;04:00;0,169;Real
2026/08/12;04:15;0,164;Real
2026/08/12;04:30;0,111;Real
2026/08/12;04:45;0,146;Real
2026/08/12;05:00;0,185;Real
2026/08/12;05:15;0,163;Real
2026/08/12;05:30;0,144;Real
2026/08/12;05:45;0,126;Real
2026/08/12;06:00;0,208;Real
2026/08/12;06:15;0,268;Real
2026/08/12;06:30;0,197;Real
2026/08/12;06:45;0,284;Real
2026/08/12;07:00;0,301;Real
2026/08/12;07:15;0,551;Real
2026/08/12;07:30;0,321;Real
2026/08/12;07:45;0,527;Real
2026/08/12;08:00;0,316;Real
2026/08/12;08:15;0,6;Real
2026/08/12;08:30;0,642;Real
2026/08/12;08:45;0,662;Real
2026/08/12;09:00;0,429;Real
2026/08/12;09:15;0,321;Real
2026/08/12;09:30;0,34;Real
2026/08/12;09:45;0,332;Real
2026/08/12;10:00;0,419;Real
2026/08/12;10:15;0,34;Real
2026/08/12;10:30;0,391;Real
2026/08/12;10:45;0,36;Real
2026/08/12;11:00;0,308;Real
2026/08/12;11:15;0,463;Real
2026/08/12;11:30;0,312;Real
2026/08/12;11:45;0,323;Real
2026/08/12;12:00;0,335;Real
2026/08/12;12:15;0,519;Real
2026/08/12;12:30;0,691;Real
2026/08/12;12:45;0,543;Real
2026/08/12;13:00;0,416;Real
2026/08/12;13:15;0,654;Real
2026/08/12;13:30;0,695;Real
2026/08/12;13:45;0,698;Real
2026/08/12;14:00;0,703;Real
2026/08/12;14:15;0,529;Real
2026/08/12;14:30;0,325;Real
2026/08/12;14:45;0,302;Estimado
2026/08/12;15:00;0,46;Real
2026/08/12;15:15;0,28;Real
2026/08/12;15:30;0,291;Real
2026/08/12;15:45;0,391;Real
2026/08/12;16:00;0,353;Real
2026/08/12;16:15;0,429;Real
2026/08/12;16:30;0,401;Real
2026/08/12;16:45;0,426;Real
2026/08/12;17:00;0,37;Real
2026/08/12;17:15;0,396;Real
2026/08/12;17:30;0,327;Real
2026/08/12;17:45;0,317;Real
2026/08/12;18:00;0,307;Real
2026/08/12;18:15;0,596;Real
2026/08/12;18:30;0,684;Real
2026/08/12;18:45;0,647;Real
2026/08/12;19:00;0,533;Real
2026/08/12;19:15;0,962;Real
2026/08/12;19:30;0,865;Real
2026/08/12;19:45;0,993;Real
2026/08/12;20:00;0,722;Real
2026/08/12;20:15;1,134;Real
2026/08/12;20:30;2,817;Real
2026/08/12;20:45;0,914;Real
2026/08/12;21:00;0,73;Real
2026/08/12;21:15;1,096;Real
2026/08/12;21:30;1,061;Real
2026/08/12;21:45;1,228;Real
2026/08/12;22:00;1,225;Real
2026/08/12;22:15;0,595;Real
2026/08/12;22:30;0,716;Real
2026/08/12;22:45;0,549;Real
2026/08/12;23:00;0,659;Real
2026/08/12;23:15;0,297;Real
2026/08/12;23:30;0,32;Real
2026/08/12;23:45;0,506;Real
2026/08/13;00:00;0,32;Real
2026/08/13;00:15;0,289;Estimado
2026/08/13;00:30;0,254;Real
2026/08/13;00:45;0,2;Real
2026/08/13;01:00;0,263;Real
2026/08/13;01:15;0,209;Real
2026/08/13;01:30;0,128;Real
2026/08/13;01:45;0,157;Real
2026/08/13;02:00;0,207;Real
2026/08/13;02:15;0,169;Real
2026/08/13;02:30;0,182;Real
2026/08/13;02:45;0,151;Real
2026/08/13;03:00;0,154;Real
2026/08/13;03:15;0,112;Real
2026/08/13;03:30;0,149;Real
2026/08/13;03:45;0,178;Real
2026/08/13;04:00;0,167;Real
2026/08/13;04:15;0,171;Real
2026/08/13;04:30;0,153;Real
2026/08/13;04:45;0,124;Real
2026/08/13;05:00;0,138;Real
2026/08/13;05:15;0,134;Real
2026/08/13;05:30;0,148;Real
2026/08/13;05:45;0,131;Real
2026/08/13;06:00;0,163;Real
2026/08/13;06:15;0,202;Real
2026/08/13;06:30;0,263;Real
2026/08/13;06:45;0,2;Real
2026/08/13;07:00;0,281;Real
2026/08/13;07:15;0,331;Real
2026/08/13;07:30;0,462;Real
2026/08/13;07:45;0,533;Real
2026/08/13;08:00;0,446;Real
2026/08/13;08:15;0,445;Real
2026/08/13;08:30;0,511;Real
2026/08/13;08:45;0,53;Real
2026/08/13;09:00;0,65;Real
2026/08/13;09:15;0,346;Real
2026/08/13;09:30;0,411;Real
2026/08/13;09:45;0,35;Real
2026/08/13;10:00;0,304;Real
2026/08/13;10:15;0,352;Real
2026/08/13;10:30;0,332;Real
2026/08/13;10:45;0,431;Real
2026/08/13;11:00;0,432;Real
2026/08/13;11:15;0,474;Real
2026/08/13;11:30;0,396;Estimado
2026/08/13;11:45;0,458;Real
2026/08/13;12:00;0,32;Real
2026/08/13;12:15;0,609;Real
2026/08/13;12:30;0,724;Real
2026/08/13;12:45;0,655;Real
2026/08/13;13:00;0,711;Real
2026/08/13;13:15;0,674;Real
2026/08/13;13:30;0,768;Real
2026/08/13;13:45;0,696;Real
2026/08/13;14:00;0,596;Real
2026/08/13;14:15;0,497;Real
2026/08/13;14:30;0,436;Real
2026/08/13;14:45;0,293;Real
2026/08/13;15:00;0,503;Real
2026/08/13;15:15;0,352;Real
2026/08/13;15:30;0,422;Real
2026/08/13;15:45;0,43;Real
2026/08/13;16:00;0,396;Real
2026/08/13;16:15;0,253;Real
2026/08/13;16:30;0,387;Real
2026/08/13;16:45;0,312;Real
2026/08/13;17:00;0,325;Real
2026/08/13;17:15;0,509;Real
2026/08/13;17:30;0,508;Real
2026/08/13;17:45;0,424;Real
2026/08/13;18:00;0,525;Real
2026/08/13;18:15;0,523;Real
2026/08/13;18:30;0,656;Real
2026/08/13;18:45;0,673;Real
2026/08/13;19:00;0,5;Real
2026/08/13;19:15;0,609;Real
2026/08/13;19:30;0,849;Real
2026/08/13;19:45;0,718;Real
2026/08/13;20:00;0,697;Real
2026/08/13;20:15;0,757;Real
2026/08/13;20:30;3,071;Real
2026/08/13;20:45;0,759;Real
2026/08/13;21:00;1,083;Real
2026/08/13;21:15;1,288;Real
2026/08/13;21:30;1,265;Real
2026/08/13;21:45;1,296;Real
2026/08/13;22:00;1,002;Real
2026/08/13;22:15;2,407;Real
2026/08/13;22:30;0,98;Real
2026/08/13;22:45;0,927;Real
2026/08/13;23:00;0,721;Real
2026/08/13;23:15;0,377;Real
2026/08/13;23:30;0,396;Real
2026/08/13;23:45;0,309;Real
2026/08/14;00:00;0,497;Real
2026/08/14;00:15;0,24;Real
2026/08/14;00:30;0,191;Real
2026/08/14;00:45;0,277;Real
2026/08/14;01:00;0,207;Real
2026/08/14;01:15;2,15;Real
2026/08/14;01:30;0,153;Real
2026/08/14;01:45;0,194;Real
2026/08/14;02:00;0,159;Real
2026/08/14;02:15;0,182;Real
2026/08/14;02:30;0,136;Real
2026/08/14;02:45;0,19;Real
2026/08/14;03:00;0,127;Real
2026/08/14;03:15;0,154;Real
2026/08/14;03:30;0,192;Real
2026/08/14;03:45;0,108;Real
2026/08/14;04:00;0,178;Real
2026/08/14;04:15;0,138;Real
2026/08/14;04:30;0,125;Real
2026/08/14;04:45;0,181;Real
2026/08/14;05:00;0,181;Real
2026/08/14;05:15;0,123;Real
2026/08/14;05:30;0,208;Real
2026/08/14;05:45;0,199;Real
2026/08/14;06:00;0,172;Real
2026/08/14;06:15;0,259;Real
2026/08/14;06:30;0,275;Real
2026/08/14;06:45;0,223;Real
2026/08/14;07:00;0,332;Real
2026/08/14;07:15;0,347;Real
2026/08/14;07:30;0,377;Real
2026/08/14;07:45;0,332;Real
2026/08/14;08:00;0,497;Real
2026/08/14;08:15;0,479;Real
2026/08/14;08:30;0,501;Real
2026/08/14;08:45;0,511;Real
2026/08/14;09:00;0,455;Real
2026/08/14;09:15;0,503;Real
2026/08/14;09:30;0,451;Real
2026/08/14;09:45;0,384;Real
2026/08/14;10:00;0,443;Estimado
2026/08/14;10:15;0,427;Real
2026/08/14;10:30;0,307;Real
2026/08/14;10:45;0,326;Real
2026/08/14;11:00;0,317;Real
2026/08/14;11:15;0,313;Real
2026/08/14;11:30;0,306;Real
2026/08/14;11:45;0,268;Real
2026/08/14;12:00;0,472;Real
2026/08/14;12:15;0,676;Real
2026/08/14;12:30;0,624;Real
2026/08/14;12:45;0,654;Real
2026/08/14;13:00;0,396;Real
2026/08/14;13:15;0,744;Real
2026/08/14;13:30;0,578;Real
2026/08/14;13:45;0,711;Real
2026/08/14;14:00;0,659;Real
2026/08/14;14:15;0,453;Real
2026/08/14;14:30;0,515;Real
2026/08/14;14:45;0,478;Real
2026/08/14;15:00;0,53;Real
2026/08/14;15:15;0,296;Real
2026/08/14;15:30;0,378;Real
2026/08/14;15:45;0,369;Real
2026/08/14;16:00;0,308;Real
2026/08/14;16:15;0,35;Real
2026/08/14;16:30;0,311;Real
2026/08/14;16:45;0,315;Real
2026/08/14;17:00;0,268;Real
2026/08/14;17:15;0,365;Real
2026/08/14;17:30;0,403;Real
2026/08/14;17:45;0,404;Real
2026/08/14;18:00;0,332;Real
2026/08/14;18:15;0,398;Real
2026/08/14;18:30;0,485;Real
2026/08/14;18:45;0,571;Real
2026/08/14;19:00;0,714;Real
2026/08/14;19:15;0,978;Real
2026/08/14;19:30;0,564;Real
2026/08/14;19:45;0,833;Real
2026/08/14;20:00;0,613;Real
2026/08/14;20:15;1,208;Real
2026/08/14;20:30;0,769;Real
2026/08/14;20:45;1,25;Real
2026/08/14;21:00;0,706;Real
2026/08/14;21:15;1,141;Real
2026/08/14;21:30;1,277;Real
2026/08/14;21:45;1,122;Real
2026/08/14;22:00;1,231;Real
2026/08/14;22:15;2,551;Real
2026/08/14;22:30;2,398;Real
2026/08/14;22:45;0,61;Real
2026/08/14;23:00;0,995;Real
2026/08/14;23:15;0,47;Real
2026/08/14;23:30;0,517;Real
2026/08/14;23:45;0,376;Real
2026/08/15;00:00;0,415;Real
2026/08/15;00:15;0,222;Estimado
2026/08/15;00:30;0,251;Real
2026/08/15;00:45;0,185;Real
2026/08/15;01:00;0,317;Real
2026/08/15;01:15;0,219;Real
2026/08/15;01:30;0,237;Real
2026/08/15;01:45;0,192;Real
2026/08/15;02:00;0,159;Real
2026/08/15;02:15;0,15;Real
2026/08/15;02:30;0,122;Real
